license_id,name,owner,status,status_date,street,city,zip,phone,county,service_type
"1055742","Bergherr Angela R","","Active","","5540 Aberdeen Way","Big Lake","55309","(612) 483-6540","Sherburne","Family Child Care"
"1054678","Bergland Buffy","","Active","","801 Rose Dr","Ellendale","56026","(507) 402-6052","Steele","Family Child Care"
"1058189","Bergler Aubrey","","Active","","512 E MARK ST","Winona","55987","(507) 450-9336","Winona","Family Child Care"
"1081712","Berglund Howerter Maria","","Active","","10941 Eagleview Place","Woodbury","55129","(612) 638-7850","Washington","Family Child Care"
"1110418","Berglund Joyce Ann dba Educational Care","","Active","","1309 SAHLMAN AVE","Cloquet","55720","(218) 390-4755","Carlton","Family Child Care"
"1105193","Berglund Mirna & Berglund Tyler James","","Active","","Dakota County","","","","License number: 1105193","Child Foster Care"
"1117576","Berglund Sarah Babette","","Active","","8864 TRANQUILITY LN NW","Bemidji","56601","(218) 431-0455","Beltrami","Family Child Care"
"1124274","Bergsnev Darcy Jo","","Active","","36065 STATE HIGHWAY 47","Aitkin","56431","(218) 820-0301","Aitkin","Adult Foster Care"
"1008325","Bergstrom Charlene E","","Active","","317 SHERRIE LN","Woodbury","55125","(651) 395-0700","Washington","Family Child Care"
"1073460","Bergstrom Diane B & Bergstrom Dale R","","Closed","07/31/2025","219 E River St","Monticello","55362","(763) 295-0195","Wright","Adult Foster Care"
"1119268","Bergstrom Jennifer Anna","","Active","","Hennepin County","","","","License number: 1119268","Child Foster Care"
"1122857","Bergstrom Kimberly Jean & Bergstrom Chad Alden","","Active","","Renville County","","","","License number: 1122857","Child Foster Care"
"1096020","Bergstrom Lindsey Kay","","Active","","11645 160th St","Milaca","56353","(651) 230-2017","Mille Lacs","Family Child Care"
"1106397","Berhow Janelle M","","Active","","202 E 4TH ST","Crookston","56716","(218) 289-4793","Polk","Family Child Care"
"1112352","Berhow Jayme L","","Active","","1435 LUCIA AVE","Fairmont","56031","(507) 848-2818","Martin","Family Child Care"
"1116727","Beriso Gebre B & Hecheso Shukare D","","Active","","9907 JACKSON ST NE","Blaine","55434","(651) 278-1519","Anoka","Adult Foster Care"
"1127266","Beriso Marta Kumbi","","Active","","1313 GLASGOW RD","Saint Cloud","56303","(605) 592-5096","Stearns","Adult Foster Care"
"1105927","Berisso Soreti Buta","","Active","","528 PARK PL","Vadnais Heights","55127","(612) 458-7361","Ramsey","Adult Foster Care"
"1111718","Berisso Teshome Bushura","","Revoked","03/26/2025","9325 28TH ST NE","Saint Michael","55376","(952) 217-9091","Wright","Adult Foster Care"
"1125717","Berkhoel Gabrielle Jo & Schenian Justin Matthew","","Active","","Washington County","","","","License number: 1125717","Child Foster Care"
"1126151","Bernal Alicia","","Active","","Blue Earth County","","","","License number: 1126151","Child Foster Care"
"1126189","Bernard Christine Marie","","Active","","Pine County","","","","License number: 1126189","Child Foster Care"
"1112346","Bernard LaToya Lynn & Eleby Eric Dewayne","","Active","","Anoka County","","","","License number: 1112346","Child Foster Care"
"1112365","Bernard Sandra L","","Closed","08/07/2025","7466 JEFFERY LN S","Cottage Grove","55016","(651) 768-7423","Washington","Adult Foster Care"
"1030386","Bernardson Jenny M","","Active","","12779 196th Ln","Elk River","55330","(763) 257-2623","Sherburne","Family Child Care"
"1116567","Bernardy Gwen Audrey & Bernardy Richard Lee","","Active","","Nicollet County","","","","License number: 1116567","Child Foster Care"
"1056355","Bernatz Desiree M","","Active","","4883 ERIN CIR SE","Prior Lake","55372","(612) 237-3657","Scott","Family Child Care"
"1129087","Berndt Ashley Michelle & Nelson Bryr Thomas","","Active","","Sherburne County","","","","License number: 1129087","Child Foster Care"
"217871","Berndt Dawn M","","Active","","13168 192 1/2 LN NW","Elk River","55330","(612) 408-1966","Sherburne","Family Child Care"
"1077611","Berndt Deborah","","Active","","12827 11th Ave SW","Brainerd","56401","(218) 821-7465","Cass","Family Child Care"
"210741","Berndt Monika M","","Active","","5718 WYOMING ST","Duluth","55804","(218) 590-1755","St. Louis","Family Child Care"
"1075335","Berndt Tamara A","","Active","","720 9th Ave","Granite Falls","56241","(507) 848-5086","Yellow Medicine","Family Child Care"
"1117028","Bernhard Donna Adrianne dba Creative Minds Childcare LLC","","Active","","228 S MAIN AVE","Hills","56138","(507) 399-1563","Rock","Family Child Care"
"1125224","Bernick Amanda R","","Denied","03/12/2025","553 MERRIMAN DR","Delano","55328","(763) 257-2418","Wright","Family Child Care"
"1012414","Bernier Tally E","","Active","","2035 118TH LN NE","Blaine","55449","(763) 274-4964","Anoka","Family Child Care"
"1117891","Berning John Paul & Berning Erin Margaret","","Active","","Wright County","","","","License number: 1117891","Child Foster Care"
"1026233","Berning Susan L","","Active","","6062 Kaiser Circle NE","Albertville","55301","(763) 238-4342","Wright","Family Child Care"
"1112108","Bernstein Rebecca Jean dba Rebecca J. Bernstein, LLC","","Active","","710 QUAIL PKWY","Watertown","55388","(952) 607-5889","Carver","Family Child Care"
"1107403","Bernstrom Andrew Karl & Bernstrom Julie Jeanne","","Active","","Crow Wing County","","","","License number: 1107403","Child Foster Care"
"1107684","Bernu Kasey Ruth","","Active","","Crow Wing County","","","","License number: 1107684","Child Foster Care"
"1117600","Berray Amy Marie","","Active","","2018 LANCASTER ST","Minnetonka","55305","(612) 227-0786","Hennepin","Family Child Care"
"1113248","Berres Annalise C dba Kind Roots Early Learning & Care LLC","","Active","","4560 NORTHBROOK BLVD N","Stillwater","55082","(651) 323-7242","Washington","Family Child Care"
"1114500","Berres Paige Madison & Berres Quinten Alexander","","Active","","Stearns County","","","","License number: 1114500","Child Foster Care"
"1057371","Berreth April Marie","","Active","","5108 18th St N","Moorhead","56560","(701) 200-0624","Clay","Family Child Care"
"1120715","Berry Amanda Lynn & Berry Jeremy Michael","","Active","","Big Stone County","","","","License number: 1120715","Child Foster Care"
"1119855","Berry Jenny Marie & Berry Mark Robert","","Active","","Washington County","","","","License number: 1119855","Child Foster Care"
"1123720","Berry Kimberly Dashawn","","Denied","03/21/2025","Dakota County","","","","License number: 1123720","Child Foster Care"
"1053694","Berthiaume Leah M","","Active","","3788 HOFFMAN RD","White Bear Lake","55110","(651) 983-6135","Ramsey","Family Child Care"
"1108716","Berthiaume Nicole K","","Active","","7800 CAMBRIDGE ST","St Louis Park","55426","(952) 451-1289","Hennepin","Family Child Care"
"1122104","Bertsch Joanne Marie & Bertsch Duane Dickie","","Closed","10/28/2025","Cass County","","","","License number: 1122104","Child Foster Care"
"1101318","Berube Daniel James & Berube Kodey Kaye","","Active","","2409 CALIHAN AVE NE","Bemidji","56601","(218) 444-9007","Beltrami","Adult Foster Care"
"1103285","Berube Foster Care","","Active","","2409 CALIHAN AVE NE","Bemidji","56601","(217) 760-7585","Beltrami","Home and Community Based Services"
"1125664","Besemer Alyssa Jo dba Blooming Minds Daycare LLC","","Active","","1314 WESTRIDGE RD","New Ulm","56073","(507) 340-5342","Brown","Family Child Care"
"228996","Beskau Renee Catherine","","Active","","1660 STONEGATE CT","Hastings","55033","(651) 437-6816","Dakota","Family Child Care"
"191251","Besser Catherine","","Closed","10/01/2025","1322 7th Ave","International Falls","56649","(218) 283-2978","Koochiching","Family Child Care"
"1066547","Besser Rachel L","","Active","","23097 725th Ave","Albert Lea","56007","(507) 473-3691","Freeborn","Family Child Care"
"1105222","BessieJamesMP, LLC","","Active","","716 AURORA AVE # 2","Saint Paul","55104","(612) 998-0682","Ramsey","Home and Community Based Services"
"1116562","Bessler Rhonda D & Bessler Mark E","","Active","","Hubbard County","","","","License number: 1116562","Child Foster Care"
"1095397","Best Care","","Active","","3008 UNIVERSITY AVE SE","Minneapolis","55414","(612) 378-1040","Hennepin","Home and Community Based Services"
"1104104","Best Care Ever LLC","","Active","","1405 LILAC DR N STE 250H","Golden Valley","55422","(651) 442-8191","Hennepin","Home and Community Based Services"
"1102627","Best Care LLC","","Active","","2562 7TH AVE E STE 201","North St Paul","55109","(651) 330-2550","Ramsey","Home and Community Based Services"
"1102372","Best Choice Home Care Inc","","Active","","4020 MINNEHAHA AVE # 2005","Minneapolis","55406","(612) 483-9052","Hennepin","Home and Community Based Services"
"1105638","Best Choice Home Health Care Inc","","Active","","4001 STINSON BLVD NE STE 412","SAINT ANTHONY","55421","(612) 254-8688","Anoka","Home and Community Based Services"
"1109730","Best Choice Home Health Care Inc","","Active","","1020 E 146TH ST STE 104","Burnsville","55337","(612) 814-1541","Dakota","Home and Community Based Services"
"1113013","Best Home Health Care Service LLC","","Active","","6036 CLINTON AVE","Minneapolis","55419","(612) 990-9616","Hennepin","Home and Community Based Services"
"1105838","BEST QUALITY HOME HEALTH CARE LLC","","Active","","1545 E LAKE ST # 210","Minneapolis","55407","(612) 275-9754","Hennepin","Home and Community Based Services"
"1111500","Best Solutions Home Health Care LLC","","Active","","8609 LYNDALE AVE S STE 224","Bloomington","55420","(952) 955-6186","Hennepin","Home and Community Based Services"
"1062497","Bestland Julie","","Active","","510 7th St NE","Staples","56479","(218) 838-1217","Todd","Family Child Care"
"1117162","Bestvalue Healthcare Inc","","Active","","3693 GROVNER RD N","Oakdale","55128","(651) 528-2275","Washington","Home and Community Based Services"
"1127882","Bestvalue Healthcare Inc","","Active","","7124 16TH ST N","Oakdale","55128","(651) 340-9586","Washington","Home and Community Based Services - Community Residential Setting"
"1127883","Bestvalue Healthcare Inc","","Active","","3693 GROVNER RD N","Oakdale","55128","(651) 330-8306","Washington","Home and Community Based Services - Community Residential Setting"
"1119102","Bestwood Agency LLC","","Conditional","12/10/2025","1506 33RD AVE N","Saint Cloud","56303","(612) 845-1096","Stearns","Intensive Residential Treatment Services and Residential Crisis Stabilization"
"1028873","Bet Shalom Yeladim Preschool","","Active","","13613 Orchard Rd","Minnetonka","55305","(952) 933-8525","Hennepin","Child Care Center"
"1114258","Betelihem Teshome Garda","","Active","","1243 100TH AVE NW","Coon Rapids","55433","(763) 245-6642","Anoka","Home and Community Based Services"
"1091727","Bethany Adult Day Services","","Active","","1020 Lark St","Alexandria","56308","(320) 762-1567","Douglas","Adult Day Care Services"
"1113168","Bethany Health Solutions LLC","","Active","","250 BIRMINGHAM ST APT 1","Saint Paul","55106","(952) 393-0833","Ramsey","Home and Community Based Services"
"1125114","Bethany Reiman & Lorie Hansen","","Active","","200 S COLUMBIA AVE","Morris","56267","(320) 219-2048","Stevens","Family Child Care"
"1066499","Bethel Child Care Center","","Active","","5232 Irvine Ave NW","Bemidji","56601","(218) 444-4746","Beltrami","Child Care Center"
"1093509","Bethel Home Care Services","","Active","","5901 BROOKLYN BLVD STE 107","Minneapolis","55429","(763) 746-8566","Hennepin","Home and Community Based Services"
"802344","Bethesda Adult Outpatient Substance Use Disorder Program","","Active","","45 10TH ST W STE 3000","Saint Paul","55102","(651) 232-3644","Ramsey","Substance Use Disorder Treatment"
"1036264","Bethesda All Stars c/o Bethesda Lutheran Church","","Active","","401 40th Ave S","Moorhead","56560","(701) 212-6637","Clay","Child Care Center"
"810468","Bethesda Day Break","","Active","","901 SE Willmar Ave","Willmar","56201","(320) 235-4891","Kandiyohi","Adult Day Care Services"
"1070407","Bethesda Homes","","Active","","4433 NORWOOD ST","Duluth","55804","(218) 464-0750","St. Louis","Home and Community Based Services"
"800194","Bethlehem Child Care Center","","Active","","3141 43rd Ave S","Minneapolis","55406","(612) 721-2290","Hennepin","Child Care Center"
"1007600","Bethlehem Covenant Church","","Active","","505 8TH ST N","Wheaton","56296","(320) 563-8624","Traverse","Family Child Care"
"2000146","Bethlehem Head Start","","Active","","418 8th Ave NE","Brainerd","56401","(218) 829-3330","Crow Wing","Child Care Center"
"809985","Bethlehem Lutheran Early Childhood Center","","Active","","4310 County Road 137","Saint Cloud","56301","(320) 251-6775","Stearns","Child Care Center"
"1098356","Beths Place","","Active","","1606 30th Ave S","Moorhead","56560","(701) 566-9965","Clay","Substance Use Disorder Treatment"
"1070768","Better Avenues","","Active","","506 W Fair Ave","Mora","55051","(763) 552-0554","Kanabec","Home and Community Based Services - Community Residential Setting"
"1108766","Better Avenues","","Active","","507 FAIR AVE W","Mora","55051","(320) 255-0307","Kanabec","Home and Community Based Services - Community Residential Setting"
"1070767","Better Avenues Inc","","Active","","506 FAIR AVE W","Mora","55051","(320) 225-0307","Kanabec","Home and Community Based Services"
"1097440","Better Avenues Inc","","Active","","624 1ST AVE E","Cambridge","55008","(763) 645-1293","Isanti","Home and Community Based Services - Community Residential Setting"
"1128278","Better Avenues Inc","","Active","","513 GROVE ST S","Mora","55051","(651) 983-2702","Kanabec","Home and Community Based Services - Community Residential Setting"
"1114716","BETTER DAYS CORPORATION","","Active","","7800 METRO PKWY STE 200","Bloomington","55425","(952) 262-0362","Hennepin","Home and Community Based Services"
"1112890","Better Hand Community & Health Services LLC","","Active","","2627 E FRANKLIN AVE STE 201","Minneapolis","55406","(612) 987-1297","Hennepin","Home and Community Based Services"
"1115154","Better Healthcare Services Inc","","Active","","1001 E 24TH ST","Minneapolis","55404","(612) 426-9416","Hennepin","Home and Community Based Services"
"1081943","Better Home Health Care Inc","","Active","","1433 E FRANKLIN AVE STE 7E","Minneapolis","55404","(612) 483-9531","Hennepin","Home and Community Based Services"
"1106628","Better Living Home Healthcare Inc","","Active","","5 COUNTY ROAD B E STE 2","Little Canada","55117","(651) 204-3337","Ramsey","Home and Community Based Services"
"1111875","BetterCare Facilities LLC","","Active","","5662 FAIR HAVEN TRL","Woodbury","55129","(651) 432-7226","Washington","Home and Community Based Services"
"210409","Bettinger Rebecca A","","Active","","17310 182nd Ave","Big Lake","55309","(763) 263-8547","Sherburne","Family Child Care"
"1005501","Beukhof Barbara L","","Active","","14629 London St NE","Ham Lake","55304","(763) 754-8173","Anoka","Family Child Care"
"1127293","Beutner Madalyn dba Neighborhood Nest LLC","","Active","","480 MACKUBIN CIR","Shoreview","55126","(757) 952-4346","Ramsey","Family Child Care"
"810437","Beverley A Benjamin Youth Lodge","","Active","","1212 RAYMOND AVE","Saint Paul","55108","(651) 632-8923","Ramsey","Children's Residential Facilities"
"1102158","Beving Shilo Leeann & Beving Trevor Rolland","","Active","","Grant County","","","","License number: 1102158","Child Foster Care"
"1126509","Bey Kahlayaha Geneneyahdda","","Active","","Hennepin County","","","","License number: 1126509","Child Foster Care"
"1115098","BeyBare Health Care LLC","","Active","","5660 7TH ST NE","Fridley","55432","(651) 703-8000","Anoka","Home and Community Based Services"
"1104016","Beyene Yoseph Adult Foster Care","","Active","","1506 153RD LN NW","Andover","55304","(612) 749-7239","Anoka","Home and Community Based Services"
"1090434","Beyer Crooks Darla Ann & Crooks Edward Dean","","Revoked","03/22/2024","Wright County","","","","License number: 1090434","Child Foster Care"
"1122530","Beyer Natalie Kathleen","","Active","","Hennepin County","","","","License number: 1122530","Child Foster Care"
"1122511","Beyl Hannah Pauline","","Active","","103 3RD ST E","Ada","56510","(218) 415-0096","Norman","Family Child Care"
"1101706","Beyond Home Health Care","","Active","","1710 DOUGLAS DR N STE 209B","Golden Valley","55422","(612) 876-8388","Hennepin","Home and Community Based Services"
"1070251","Beyond Homecare","","Active","","901 5TH AVE NW","Perham","56573","(218) 346-7934","Otter Tail","Home and Community Based Services - Community Residential Setting"
"1079283","Beyond Homecare II","","Active","","445 3RD AVE NE","Perham","56573","(218) 346-7922","Otter Tail","Home and Community Based Services"
"1070250","Beyond Homecare Inc","","Active","","445 3RD AVE NE","Perham","56573","(218) 346-7922","Otter Tail","Home and Community Based Services"
"1088534","Beyond Homecare Inc","","Active","","513 3RD AVE NW","Perham","56573","(218) 346-7937","Otter Tail","Home and Community Based Services - Community Residential Setting"
"1123074","Beyond Homecare Inc","","Active","","1020 6TH AVE NW","Perham","56573","(218) 346-7922","Otter Tail","Home and Community Based Services - Community Residential Setting"
"1061868","Bhagwandin Omadevi","","Active","","9840 PLEASANT AVE S","Bloomington","55420","(952) 212-0172","Hennepin","Family Child Care"
"1118247","Bharrat Nadia Davie dba Sunny Stars LLC","","Active","","17836 ELDER AVE","Lakeville","55044","(612) 402-1875","Dakota","Family Child Care"
"1123972","BhoBho Tafadzwa Eleck & Loueng Jane Lang","","Active","","4230 34TH ST SE","Rochester","55904","(612) 913-6014","Olmsted","Adult Foster Care"
"1100439","Bhutanese Home Health Care Services","","Active","","1901 WAGENER PL","Roseville","55113","(612) 636-2983","Ramsey","Home and Community Based Services"
"1127757","Bialke Ashlee Alexander","","Active","","5751 OLD MILLER TRUNK HWY","Duluth","55811","(218) 391-0923","St. Louis","Family Child Care"
"1110457","Biberg Erika & Biberg Mark","","Active","","5811 COVINGTON TER","Minnetonka","55345","(218) 308-3968","Hennepin","Family Child Care"
"1028951","Bican Joan M","","Active","","5108 Normandale Highlands Drive","Bloomington","55437","(612) 251-4514","Hennepin","Family Child Care"
"1081209","Bichsel Dirk W & Bichsel Cinthia","","Active","","1210 32nd St Circle S","Moorhead","56560","(218) 233-8846","Clay","Adult Foster Care"
"227755","Bickman Bobbie Jo","","Active","","9286 Yancy St","Blaine","55449","(763) 780-8440","Anoka","Family Child Care"
"1051526","Bie Heather M","","Active","","3740 Hillsboro Ave N","New Hope","55427","(612) 308-6051","Hennepin","Family Child Care"
"1098383","Bierl Autumn Lee","","Active","","12813 US Hwy 71","Sanborn","56083","(507) 828-1724","Redwood","Family Child Care"
"1064095","Biermaier Sarah K","","Active","","1307 Science Ave NW","New Prague","56071","(952) 210-5215","Scott","Family Child Care"
"1125484","Bierwerth Dominic Lee & Bierwerth Casandra-Marie Ignacio","","Closed","12/15/2025","Dakota County","","","","License number: 1125484","Child Foster Care"
"1123183","Bies Nicole Marie","","Closed","09/01/2025","7445 QUEENS AVE NE","Otsego","55330","(763) 438-3112","Wright","Family Child Care"
"1127769","Biesterfeld Jessica Lynn & Sullivan Stephen Tyler","","Active","","Steele County","","","","License number: 1127769","Child Foster Care"
"1114420","Big Adventures Child Care Center","","Active","","15079 22nd Ave NE","Little Falls","56345","","Morrison","Child Care Center"
"1072843","Big Brothers Home Health Care, LLC","","Active","","2499 RICE ST STE 132","Saint Paul","55113","(651) 494-9058","Ramsey","Home and Community Based Services"
"1114444","Big Heart Care Initiative LLC","","Closed","12/10/2025","2860 115TH AVE NW","Coon Rapids","55433","(763) 313-5409","Anoka","Home and Community Based Services"
"1113114","Big Hearts Home Care Inc","","Active","","1130 14TH AVE SE","Minneapolis","55414","(651) 494-7653","Hennepin","Home and Community Based Services"
"1101663","Big Lake Schools Pre-Kindergarten Programs","","Active","","17901 205th Ave NW","Big Lake","55309","(763) 262-7169","Sherburne","Certified Child Care Center"
"1069648","Big Stone Community Homes, Inc.-Monarch Heights","","Active","","501 Burdick Ave","Ortonville","56278","(320) 839-6139","Big Stone","Home and Community Based Services - Residential Services Facility"
"1117962","Big Wonder Child Care","","Active","","60 Kent St","Saint Paul","55102","(612) 240-5547","Ramsey","Child Care Center"
"1083745","Big Woods Child Care Center","","Active","","305 13th St S","Delano","55328","(763) 972-2176","Wright","Child Care Center"
"1065512","Bigaouette Amy M","","Active","","11946 West 240th Street","Belle Plaine","56011","(612) 501-2587","Scott","Adult Foster Care"
"1025261","Bigfork Valley Child Care","","Active","","258 PINE TREE DR","Bigfork","56628","(218) 743-6021","Itasca","Family Child Care"
"1124185","Bignell Jodi Jaye & Bignell Rex Jay","","Active","","Stearns County","","","","License number: 1124185","Child Foster Care"
"1114186","BigStar Community LLC","","Active","","2105 1ST AVE S STE 100","Minneapolis","55404","(763) 232-4627","Hennepin","Home and Community Based Services"
"2000102","Bilingual Babies, LLC - Casa Edina","","Active","","5101 France Ave S","Minneapolis","55410","(952) 381-4556","Hennepin","Child Care Center"
"1104825","Bilingual Babies, LLC DBA Casa de Corazon","","Active","","770 Howell St S","Saint Paul","55116","","Ramsey","Child Care Center"
"1057299","Bilingual Child Care & Education Center Inc","","Active","","1125 County Road B W","Roseville","55113","(651) 644-2405","Ramsey","Child Care Center"
"1095965","Bilingual Child Care & Education Center, INC","","Active","","720 Wildwood Rd","Mahtomedi","55115","","Washington","Child Care Center"
"1128556","Billberry Martell Dwayne & Mcherron April Ann","","Active","","Hennepin County","","","","License number: 1128556","Child Foster Care"
"1119979","Billhorn Clinton James & Donlon Tobias Zander","","Active","","Hennepin County","","","","License number: 1119979","Child Foster Care"
"1028966","Billman Laura J","","Active","","13297 Borden Road","Merrifield","56465","(218) 251-4820","Crow Wing","Family Child Care"
"1099952","Bilotta Merric Marie","","Revoked","08/13/2025","Rice County","","","","License number: 1099952","Child Foster Care"
"1061916","Binder Carrie A","","Active","","35131 TIMBER DR","Bagley","56621","(218) 694-2756","Clearwater","Family Child Care"
"1127341","Binsfeld Paityn Elizabeth","","Active","","961 CAROLINA PKWY NW","Hutchinson","55350","(320) 296-7037","McLeod","Family Child Care"
"1118955","Binstock Ryan Curtis & Binstock Jessica Michelle","","Active","","Beltrami County","","","","License number: 1118955","Child Foster Care"
"1095878","Birch Brenda S","","Active","","204 Lincoln DR NE","Racine","55967","(507) 272-2442","Mower","Family Child Care"
"1076306","Birch Grove Community School dba The Saplings","","Active","","9 GOOD NEIGHBOR HILL RD","Tofte","55615","(218) 663-0170","Cook","Family Child Care"
"1123786","Birch Grove Community School dba The Seedlings","","Active","","9 GOOD NEIGHBOR HILL RD","Tofte","55615","(218) 663-0170","Cook","Family Child Care"
"120203","Birchem Rebecca S","","Active","","1411 Quince St","Brainerd","56401","(218) 330-6499","Crow Wing","Family Child Care"
"1088328","Birgans Roynetter Denise","","Revoked","12/07/2022","St. Louis County","","","","License number: 1088328","Child Foster Care"
"1122250","Birman Denise Kay","","Active","","Lyon County","","","","License number: 1122250","Child Foster Care"
"230900","Bischel Kathleen R","","Active","","9010 CAMBRIDGE RD","Woodbury","55125","(651) 730-0297","Washington","Family Child Care"
"1108003","Bishop Christopher L & Bishop Jacob R","","Active","","300 RED WING AVE S UNIT 218","Red Wing","55066","(507) 272-7410","Goodhue","Adult Foster Care"
"1091557","Bishop Elementary School","","Active","","406 36th Ave NW","Rochester","55901","(507) 516-0796","Olmsted","Certified Child Care Center"
"1125063","Bishop Summer Dawn","","Active","","5403 FLORENCE DR NW","Rochester","55901","(507) 398-2830","Olmsted","Family Child Care"
"1124661","Bissell Julie Dawn","","Active","","St. Louis County","","","","License number: 1124661","Child Foster Care"
"1108228","Bissell Lora Lynn & Pohl Marcus Lee","","Active","","Washington County","","","","License number: 1108228","Child Foster Care"
"1122430","Bissonette Karissa Lynn","","Active","","822 NE 5TH AVE","Grand Rapids","55744","(218) 398-4673","Itasca","Family Child Care"
"191342","Bistodeau Colleen M","","Active","","12027 Mississippi Dr","Champlin","55316","(763) 427-5561","Hennepin","Family Child Care"
"227415","Bistram Pamela K","","Active","","6455 7TH ST N","Oakdale","55128","(612) 309-2662","Washington","Family Child Care"
"1115032","Bitew Tibebu M & Ayana Hirute K","","Active","","6872 JEFFERY AVE S","Cottage Grove","55016","(612) 961-1233","Washington","Adult Foster Care"
"1119470","Bittner Deborah Grace & Bittner Jason Michael","","Closed","08/01/2025","Mille Lacs County","","","","License number: 1119470","Child Foster Care"
"1098842","Bixby David W","","Active","","Itasca County","","","","License number: 1098842","Child Foster Care"
"1125877","Bixby Katherine Paige & Wolbeck Sawyer Dalton","","Denied","06/17/2025","Stearns County","","","","License number: 1125877","Child Foster Care"
"1111074","Bixby Stephanie Jo","","Active","","Itasca County","","","","License number: 1111074","Child Foster Care"
"1092619","Bjerk Karissa","","Closed","09/08/2025","922 LUND AVE S","Glyndon","56547","(218) 304-1594","Clay","Family Child Care"
"1124173","Bjerken Corey Michael & Bjerken Jessa Mae Pinongcos","","Denied","12/31/2024","Wright County","","","","License number: 1124173","Child Foster Care"
"1103152","Bjokne Jessica Marie","","Active","","5472 KAHL AVE NE","Albertville","55301","(763) 258-6255","Wright","Family Child Care"
"1120321","Bjork Heidi Rebekka","","Closed","07/24/2025","Washington County","","","","License number: 1120321","Child Foster Care"
"1012870","Bjorklund Heather L","","Active","","6428 MORGAN AVE S","Richfield","55423","(612) 501-8670","Hennepin","Family Child Care"
"1093541","Bjorn and Lisa Hurlen","","Active","","2909 CRESTWOOD DR NE","Alexandria","56308","(320) 808-9298","Douglas","Home and Community Based Services"
"1094060","Bjornrud Linn Alexander & Bjornrud Nichole Kristin","","Active","","Ramsey County","","","","License number: 1094060","Child Foster Care"
"191360","Bjornson Mary Jo","","Active","","826 Tuscarora Ave","Saint Paul","55102","(651) 292-8596","Ramsey","Family Child Care"
"1060059","Bjugan Barbara Jane & Heino Kimberli Ann","","Active","","9580 209th St W","Lakeville","55044","(612) 715-0397","Dakota","Family Child Care"
"1127839","Black Breanna Andrine","","Active","","Le Sueur County","","","","License number: 1127839","Child Foster Care"
"1108030","Black Jenelle Lynn & Turbeville Eric Anthony","","Active","","Hennepin County","","","","License number: 1108030","Child Foster Care"
"1065094","Black Jessica A","","Active","","5229 KENTUCKY AVE N","Crystal","55428","(763) 535-2201","Hennepin","Adult Foster Care"
"1023583","Black Stacy","","Active","","6344 Spencer Rd NW","Bemidji","56601","(218) 751-1144","Beltrami","Family Child Care"
"830742","Blackduck Head Start","","Active","","372 Summit Ave W","Blackduck","56630","(218) 835-7164","Beltrami","Child Care Center"
"1074126","Blackford Nicole T","","Active","","377 Appleblossom Lane W","Shakopee","55379","(952) 994-7672","Scott","Family Child Care"
"1098139","Blackjack Babies","","Active","","848 Chestnut St","Dawson","56232","(507) 430-1005","Lac Qui Parle","Child Care Center"
"1111552","Blackman Shannon R","","Active","","1713 LEE BLVD","North Mankato","56003","(507) 514-6250","Nicollet","Family Child Care"
"1124287","Blackmon Samaria Jo & Mennen Jeffrey Robert","","Denied","03/05/2025","Martin County","","","","License number: 1124287","Child Foster Care"
"1116760","Blaede Rachel Alicia & Fierst Jeremy Joseph","","Active","","Steele County","","","","License number: 1116760","Child Foster Care"
"237190","Blahnik Thanawadee Tanna","","Active","","4831 W 131 1/2 ST","Savage","55378","(952) 808-9120","Scott","Family Child Care"
"1096411","Blaine E Newberg","","Active","","732 SOUTH ST","Anoka","55303","(612) 203-7222","Anoka","Home and Community Based Services"
"1084367","Blaine Home Healthcare LLC","","Active","","3948 CENTRAL AVE NE STE 203","Minneapolis","55421","(763) 208-0901","Anoka","Home and Community Based Services"
"1057168","Blair Engel Nichole","","Active","","6744 Sheridan Ave S","Richfield","55423","(952) 221-7040","Hennepin","Family Child Care"
"1126188","Blair Glen Alan","","Active","","Wright County","","","","License number: 1126188","Child Foster Care"
"1083528","Blair Sharonda Evette","","Active","","Hennepin County","","","","License number: 1083528","Child Foster Care"
"204405","Blais Ann M","","Active","","1920 208th Ln NW","Cedar","55011","(763) 753-3649","Anoka","Family Child Care"
"221594","Blais Lois R","","Active","","5727 Nelmark Ave NE","Saint Michael","55376","(763) 497-1309","Wright","Family Child Care"
"1089163","Blaisdell YMCA","","Pending Reopening","10/02/2025","3335 Blaisdell Ave","Minneapolis","55408","(612) 230-3600","Hennepin","Certified Child Care Center"
"1073444","Blake Amanda J","","Active","","11786 Harvest Path","Woodbury","55129","(715) 497-8785","Washington","Family Child Care"
"1097712","Blake Austin Adult Foster Care","","Active","","301 101ST AVE W","Duluth","55808","(218) 591-5368","St. Louis","Home and Community Based Services"
"1114737","Blake Child Care Center Inc","","Pending Reopening","04/14/2025","8353 Excelsior Blvd","Hopkins","55343","(952) 935-1000","Hennepin","Child Care Center"
"2001629","Blake Child Learning Center Inc","","Active","","8353 Excelsior Blvd","Hopkins","55343","(952) 292-0333","Hennepin","Child Care Center"
"1117080","Blake Early Learning Center","","Active","","110 Blake Rd S","Hopkins","55343","(952) 988-3400","Hennepin","Child Care Center"
"1006193","Blake Marline A","","Active","","5209 Oliver Ave North","Minneapolis","55430","(612) 255-0833","Hennepin","Family Child Care"
